0,1444323370000
1,1444836255000
2,1445891544000
3,1445891544000
4,1445891544000
5,1445891544000
6,1447003407000
7,1447116074000
8,1447582637000
9,1447596851000
10,1447596851000
11,1447596851000
12,1447596851000
13,1447596851000
14,1447596851000
15,1447596851000
16,1447596851000
17,1447596851000
18,1447596851000
19,1447596851000
20,1447596851000
21,1447596851000
22,1447596851000
23,1447596851000
24,1447596851000
25,1447596851000
26,1447596851000
27,1447596851000
28,1447596851000
29,1447596851000
30,1447596851000
31,1447596851000
32,1447596851000
33,1447596851000
34,1447596851000
35,1447596851000
36,1447596851000
37,1447596851000
38,1447596851000
39,1447596851000
40,1447596851000
41,1447596851000
42,1447596851000
43,1447596851000
44,1447596851000
45,1447596851000
46,1447596851000
47,1447596851000
48,1447596851000
49,1447596851000
50,1447596851000
51,1447596851000
52,1447596851000
53,1447596851000
54,1447596851000
55,1447596851000
56,1447596851000
57,1447596851000
58,1447596851000
59,1447596851000
60,1447596851000
61,1447596851000
62,1447596851000
63,1447596851000
64,1447596851000
65,1447596851000
66,1447596851000
67,1447596851000
68,1447596851000
69,1447596851000
70,1447596851000
71,1447596851000
72,1447596851000
73,1447596851000
74,1447596851000
75,1447596851000
76,1447596851000
77,1447596851000
78,1447596851000
79,1447596851000
80,1447596851000
81,1447596851000
82,1447596851000
83,1447596851000
84,1447596851000
85,1447596851000
86,1447596851000
87,1447596851000
88,1447596851000
89,1447596851000
90,1447596851000
91,1447596851000
92,1447596851000
93,1447596851000
94,1447596851000
95,1447596851000
96,1447596851000
97,1447596851000
98,1447596851000
99,1447596851000
100,1447596851000
101,1447596851000
102,1447596851000
103,1447596851000
104,1447596851000
105,1447596851000
106,1447596851000
107,1447596851000
108,1447596851000
109,1447596851000
110,1447596851000
111,1447596851000
112,1447596851000
113,1447596851000
114,1447596851000
115,1447596851000
116,1447596851000
117,1447596851000
118,1447596851000
119,1447596851000
120,1447596851000
121,1447596851000
122,1447596851000
123,1447596851000
124,1447596851000
125,1447596851000
126,1447596851000
127,1447596851000
128,1447596851000
129,1447596851000
130,1447596851000
131,1447596851000
132,1447596851000
133,1447596851000
134,1447596851000
135,1447596851000
136,1447596851000
137,1447596851000
138,1447596851000
139,1447596851000
140,1447596851000
141,1447596851000
142,1447596851000
143,1447596851000
144,1447596851000
145,1447596851000
146,1447596851000
147,1447596851000
148,1447596851000
149,1447596851000
150,1447596851000
151,1447596851000
152,1447596851000
153,1447596851000
154,1447596851000
155,1447596851000
156,1447596851000
157,1447596851000
158,1447596851000
159,1447596851000
160,1447596851000
161,1447596851000
162,1447596851000
163,1447596851000
164,1447596851000
165,1447596851000
166,1447596851000
167,1447596851000
168,1447596851000
169,1447596851000
170,1447596851000
171,1447596851000
172,1447596851000
173,1447596851000
174,1447596851000
175,1447596851000
176,1447596851000
177,1447596851000
178,1447596851000
179,1447596851000
180,1447596851000
181,1447596851000
182,1447596851000
183,1447596851000
184,1447596851000
185,1447596851000
186,1447596851000
187,1447596851000
188,1447596851000
189,1447596851000
190,1447596851000
191,1447596851000
192,1447596851000
193,1447596851000
194,1447596851000
195,1447596851000
196,1447596851000
197,1447596851000
198,1447596851000
199,1447596851000
200,1447596851000
201,1447596851000
202,1447596851000
203,1447596851000
204,1447596851000
205,1447596851000
206,1447596851000
207,1447596851000
208,1447596851000
209,1447596851000
210,1447596851000
211,1447596851000
212,1447596851000
213,1447596851000
214,1447596851000
215,1447596851000
216,1447596851000
217,1447596851000
218,1447596851000
219,1447596851000
220,1447596851000
221,1447596851000
222,1447596851000
223,1447596851000
224,1447596851000
225,1447596851000
226,1447596851000
227,1447596851000
228,1447596851000
229,1447596851000
230,1447596851000
231,1447596851000
232,1447596851000
233,1447596851000
234,1447596851000
235,1447596851000
236,1447596851000
237,1447596851000
238,1447596851000
239,1447596851000
240,1447596851000
241,1447596851000
242,1447596851000
243,1447596851000
244,1447596851000
245,1447596851000
246,1447596851000
247,1447596851000
248,1447596851000
249,1447596851000
250,1447596851000
251,1447596851000
252,1447596851000
253,1447596851000
254,1447596851000
255,1447596851000
256,1447596851000
257,1447596851000
258,1447596851000
259,1447596851000
260,1447596851000
261,1447596851000
262,1447596851000
263,1447596851000
264,1447596851000
265,1447596851000
266,1447596851000
267,1447596851000
268,1447596851000
269,1447596851000
270,1447596851000
